                      1    1  1|nw = 265, c+1 = 935
                      1    1 1 |nw = 266, c+1 = 725
                      1    1 1 |nw = 266, c+1 = 739
                      1    1 1 |nw = 266, c+1 = 924
                      1    1 11|nw = 267, c+1 = 728
                      1    11  |nw = 268, c+1 = 783
                      1    11  |nw = 268, c+1 = 897
                      1    111 |nw = 270, c+1 = 737
                      1    1111|nw = 271, c+1 = 890
                      1   1    |nw = 272, c+1 = 770
                      1   1   1|nw = 273, c+1 = 726
                      1   1   1|nw = 273, c+1 = 729
                      1   1  1 |nw = 274, c+1 = 927
                      1   1  11|nw = 275, c+1 = 740
                      1   1 1 1|nw = 277, c+1 = 891
                      1   1 1 1|nw = 277, c+1 = 900
                      1   1 11 |nw = 278, c+1 = 738
                      1   1 11 |nw = 278, c+1 = 741
                      1   1 11 |nw = 278, c+1 = 784
                      1   1 111|nw = 279, c+1 = 727
                      1   11   |nw = 280, c+1 = 771
                      1   11   |nw = 280, c+1 = 773
                      1   111  |nw = 284, c+1 = 898
                      1   111  |nw = 284, c+1 = 901
                      1   111 1|nw = 285, c+1 = 730
                      1   111 1|nw = 285, c+1 = 781
                      1   111 1|nw = 285, c+1 = 936
                      1   11111|nw = 287, c+1 = 889
                      1   11111|nw = 287, c+1 = 925
                      1   11111|nw = 287, c+1 = 934
                      1  1     |nw = 288, c+1 = 785
                      1  1     |nw = 288, c+1 = 787
                      1  1    1|nw = 289, c+1 = 774
                      1  1   1 |nw = 290, c+1 = 928
                      1  1   11|nw = 291, c+1 = 731
                      1  1   11|nw = 291, c+1 = 745
                      1  1  1  |nw = 292, c+1 = 892
                      1  1  1  |nw = 292, c+1 = 895
                      1  1  1 1|nw = 293, c+1 = 939
                      1  1  11 |nw = 294, c+1 = 734
                      1  1  111|nw = 295, c+1 = 904
                      1  1  111|nw = 295, c+1 = 937
                      1  1 1  1|nw = 297, c+1 = 777
                      1  1 1 1 |nw = 298, c+1 = 931
                      1  1 1 11|nw = 299, c+1 = 775
                      1  1 1 11|nw = 299, c+1 = 788
                      1  1 11 1|nw = 301, c+1 = 893
                      1  1 11 1|nw = 301, c+1 = 902
                      1  1 111 |nw = 302, c+1 = 929
                      1  1 111 |nw = 302, c+1 = 940
                      1  1 1111|nw = 303, c+1 = 742
                      1  11   1|nw = 305, c+1 = 778
                      1  11  11|nw = 307, c+1 = 776
                      1  11  11|nw = 307, c+1 = 932
                      1  11  11|nw = 307, c+1 = 938
                      1  11 1  |nw = 308, c+1 = 896
                      1  11 1 1|nw = 309, c+1 = 743
                      1  11 11 |nw = 310, c+1 = 789
                      1  11 111|nw = 311, c+1 = 903
                      1  111  1|nw = 313, c+1 = 744
                      1  111 1 |nw = 314, c+1 = 732
                      1  111 1 |nw = 314, c+1 = 735
                      1  111 1 |nw = 314, c+1 = 786
                      1  111 11|nw = 315, c+1 = 779
                      1  111 11|nw = 315, c+1 = 941
                      1  1111  |nw = 316, c+1 = 894
                      1  1111 1|nw = 317, c+1 = 905
                      1  11111 |nw = 318, c+1 = 930
                      1  111111|nw = 319, c+1 = 733
                      1  111111|nw = 319, c+1 = 746
                      1 1      |nw = 320, c+1 = 908
                      1 1      |nw = 320, c+1 = 944
                      1 1     1|nw = 321, c+1 = 793
                      1 1    1 |nw = 322, c+1 = 917
                      1 1    11|nw = 323, c+1 = 758
                      1 1   1 1|nw = 325, c+1 = 747
                      1 1   1 1|nw = 325, c+1 = 952
                      1 1   11 |nw = 326, c+1 = 800
                      1 1   111|nw = 327, c+1 = 950
                      1 1  1   |nw = 328, c+1 = 750
                      1 1  1  1|nw = 329, c+1 = 759
                      1 1  1 1 |nw = 330, c+1 = 801
                      1 1  1 11|nw = 331, c+1 = 761
                      1 1  11  |nw = 332, c+1 = 915
                      1 1  11  |nw = 332, c+1 = 942
                      1 1  11 1|nw = 333, c+1 = 790
                      1 1  11 1|nw = 333, c+1 = 906
                      1 1  111 |nw = 334, c+1 = 748
                      1 1  111 |nw = 334, c+1 = 803
                      1 1  1111|nw = 335, c+1 = 953
                      1 1 1   1|nw = 337, c+1 = 760
                      1 1 1   1|nw = 337, c+1 = 909
                      1 1 1   1|nw = 337, c+1 = 918
                      1 1 1   1|nw = 337, c+1 = 951
                      1 1 1  1 |nw = 338, c+1 = 751
                      1 1 1  1 |nw = 338, c+1 = 802
                      1 1 1  11|nw = 339, c+1 = 749
                      1 1 1  11|nw = 339, c+1 = 762
                      1 1 1 11 |nw = 342, c+1 = 943
                      1 1 1 11 |nw = 342, c+1 = 945
                      1 1 1 111|nw = 343, c+1 = 791
                      1 1 1 111|nw = 343, c+1 = 804
                      1 1 1 111|nw = 343, c+1 = 907
                      1 1 1 111|nw = 343, c+1 = 916
                      1 1 11   |nw = 344, c+1 = 752
                      1 1 11  1|nw = 345, c+1 = 763
                      1 1 11 1 |nw = 346, c+1 = 910
                      1 1 11 11|nw = 347, c+1 = 792
                      1 1 11 11|nw = 347, c+1 = 919
                      1 1 11 11|nw = 347, c+1 = 954
                      1 1 111 1|nw = 349, c+1 = 794
                      1 11     |nw = 352, c+1 = 764
                      1 11     |nw = 352, c+1 = 766
                      1 11     |nw = 352, c+1 = 946
                      1 11    1|nw = 353, c+1 = 922
                      1 11   1 |nw = 354, c+1 = 798
                      1 11   1 |nw = 354, c+1 = 805
                      1 11  1  |nw = 356, c+1 = 913
                      1 11  1 1|nw = 357, c+1 = 756
                      1 11  1 1|nw = 357, c+1 = 957
                      1 11  111|nw = 359, c+1 = 795
                      1 11 1   |nw = 360, c+1 = 767
                      1 11 1   |nw = 360, c+1 = 911
                      1 11 1  1|nw = 361, c+1 = 808
                      1 11 1 11|nw = 363, c+1 = 806
                      1 11 11 1|nw = 365, c+1 = 948
                      1 11 11 1|nw = 365, c+1 = 955
                      1 11 111 |nw = 366, c+1 = 753
                      1 11 111 |nw = 366, c+1 = 796
                      1 11 1111|nw = 367, c+1 = 920
                      1 111    |nw = 368, c+1 = 768
                      1 111    |nw = 368, c+1 = 958
                      1 111  1 |nw = 370, c+1 = 912
                      1 111  11|nw = 371, c+1 = 809
                      1 111  11|nw = 371, c+1 = 923
                      1 111 1  |nw = 372, c+1 = 754
                      1 111 1 1|nw = 373, c+1 = 807
                      1 111 1 1|nw = 373, c+1 = 921
                      1 1111   |nw = 376, c+1 = 949
                      1 1111   |nw = 376, c+1 = 956
                      1 1111  1|nw = 377, c+1 = 765
                      1 1111 1 |nw = 378, c+1 = 947
                      1 1111 11|nw = 379, c+1 = 797
                      1 11111  |nw = 380, c+1 = 757
                      1 111111 |nw = 382, c+1 = 755
                      1 111111 |nw = 382, c+1 = 799
                      1 111111 |nw = 382, c+1 = 914
                      1 1111111|nw = 383, c+1 = 810
                      11      1|nw = 385, c+1 = 969
                      11     1 |nw = 386, c+1 = 992
                      11     11|nw = 387, c+1 = 852
                      11    1  |nw = 388, c+1 = 821
                      11    1  |nw = 388, c+1 = 959
                      11    1 1|nw = 389, c+1 = 1003
                      11    11 |nw = 390, c+1 = 860
                      11    111|nw = 391, c+1 = 967
                      11   1  1|nw = 393, c+1 = 811
                      11   1 1 |nw = 394, c+1 = 862
                      11   1 1 |nw = 394, c+1 = 995
                      11   1 11|nw = 395, c+1 = 1001
                      11   11  |nw = 396, c+1 = 961
                      11   11 1|nw = 397, c+1 = 823
                      11   11 1|nw = 397, c+1 = 970
                      11   111 |nw = 398, c+1 = 850
                      11   111 |nw = 398, c+1 = 853
                      11   111 |nw = 398, c+1 = 993
                      11   1111|nw = 399, c+1 = 813
                      11  1    |nw = 400, c+1 = 814
                      11  1    |nw = 400, c+1 = 960
                      11  1   1|nw = 401, c+1 = 824
                      11  1  1 |nw = 402, c+1 = 812
                      11  1  11|nw = 403, c+1 = 822
                      11  1  11|nw = 403, c+1 = 861
                      11  1  11|nw = 403, c+1 = 968
                      11  1 1  |nw = 404, c+1 = 851
                      11  1 1 1|nw = 405, c+1 = 854
                      11  1 11 |nw = 406, c+1 = 1004
                      11  1 11 |nw = 406, c+1 = 863
                      11  1 111|nw = 407, c+1 = 1002
                      11  11   |nw = 408, c+1 = 962
                      11  11 1 |nw = 410, c+1 = 815
                      11  11 11|nw = 411, c+1 = 825
                      11  11 11|nw = 411, c+1 = 971
                      11  11 11|nw = 411, c+1 = 996
                      11  1111 |nw = 414, c+1 = 994
                      11 1   1 |nw = 418, c+1 = 1007
                      11 1   11|nw = 419, c+1 = 1005
                      11 1   11|nw = 419, c+1 = 855
                      11 1  1  |nw = 420, c+1 = 816
                      11 1  1  |nw = 420, c+1 = 965
                      11 1  1 1|nw = 421, c+1 = 857
                      11 1  11 |nw = 422, c+1 = 864
                      11 1  11 |nw = 422, c+1 = 867
                      11 1  11 |nw = 422, c+1 = 974
                      11 1  111|nw = 423, c+1 = 826
                      11 1 1 1 |nw = 426, c+1 = 865
                      11 1 11  |nw = 428, c+1 = 818
                      11 1 11  |nw = 428, c+1 = 828
                      11 1 11  |nw = 428, c+1 = 963
                      11 1 11  |nw = 428, c+1 = 972
                      11 1 11 1|nw = 429, c+1 = 999
                      11 1 111 |nw = 430, c+1 = 997
                      11 11    |nw = 432, c+1 = 1006
                      11 11    |nw = 432, c+1 = 1008
                      11 11   1|nw = 433, c+1 = 827
                      11 11   1|nw = 433, c+1 = 829
                      11 11   1|nw = 433, c+1 = 858
                      11 11   1|nw = 433, c+1 = 966
                      11 11  1 |nw = 434, c+1 = 817
                      11 11 1  |nw = 436, c+1 = 975
                      11 11 11 |nw = 438, c+1 = 819
                      11 111  1|nw = 441, c+1 = 1000
                      11 111  1|nw = 441, c+1 = 820
                      11 111  1|nw = 441, c+1 = 964
                      11 111  1|nw = 441, c+1 = 973
                      11 111 1 |nw = 442, c+1 = 866
                      11 1111  |nw = 444, c+1 = 830
                      11 111111|nw = 447, c+1 = 856
                      11 111111|nw = 447, c+1 = 859
                      11 111111|nw = 447, c+1 = 868
                      11 111111|nw = 447, c+1 = 998
                      111     1|nw = 449, c+1 = 1019
                      111     1|nw = 449, c+1 = 871
                      111    1 |nw = 450, c+1 = 881
                      111    1 |nw = 450, c+1 = 976
                      111    1 |nw = 450, c+1 = 978
                      111    11|nw = 451, c+1 = 1017
                      111   1 1|nw = 453, c+1 = 986
                      111   11 |nw = 454, c+1 = 1009
                      111   11 |nw = 454, c+1 = 1011
                      111   111|nw = 455, c+1 = 840
                      111   111|nw = 455, c+1 = 843
                      111  1   |nw = 456, c+1 = 831
                      111  1   |nw = 456, c+1 = 833
                      111  1 1 |nw = 458, c+1 = 869
                      111  1 11|nw = 459, c+1 = 984
                      111  11 1|nw = 461, c+1 = 841
                      111  11 1|nw = 461, c+1 = 872
                      111  111 |nw = 462, c+1 = 879
                      111 1    |nw = 464, c+1 = 1020
                      111 1    |nw = 464, c+1 = 979
                      111 1  11|nw = 467, c+1 = 1018
                      111 1  11|nw = 467, c+1 = 870
                      111 1  11|nw = 467, c+1 = 987
                      111 1 1  |nw = 468, c+1 = 1010
                      111 1 1  |nw = 468, c+1 = 832
                      111 1 1  |nw = 468, c+1 = 834
                      111 1 1  |nw = 468, c+1 = 880
                      111 1 1  |nw = 468, c+1 = 977
                      111 1 1 1|nw = 469, c+1 = 1012
                      111 1 111|nw = 471, c+1 = 873
                      111 11   |nw = 472, c+1 = 844
                      111 11   |nw = 472, c+1 = 882
                      111 11  1|nw = 473, c+1 = 842
                      111 11  1|nw = 473, c+1 = 985
                      1111     |nw = 480, c+1 = 1023
                      1111     |nw = 480, c+1 = 835
                      1111     |nw = 480, c+1 = 885
                      1111    1|nw = 481, c+1 = 1015
                      1111    1|nw = 481, c+1 = 1021
                      1111   1 |nw = 482, c+1 = 988
                      1111   11|nw = 483, c+1 = 874
                      1111  1  |nw = 484, c+1 = 1013
                      1111  1 1|nw = 485, c+1 = 845
                      1111  11 |nw = 486, c+1 = 848
                      1111  11 |nw = 486, c+1 = 990
                      1111 1  1|nw = 489, c+1 = 982
                      1111 1 1 |nw = 490, c+1 = 876
                      1111 1 1 |nw = 490, c+1 = 883
                      1111 11 1|nw = 493, c+1 = 836
                      1111 11 1|nw = 493, c+1 = 838
                      1111 1111|nw = 495, c+1 = 886
                      1111 1111|nw = 495, c+1 = 980
                      11111    |nw = 496, c+1 = 1022
                      11111    |nw = 496, c+1 = 1024
                      11111    |nw = 496, c+1 = 837
                      11111    |nw = 496, c+1 = 849
                      11111   1|nw = 497, c+1 = 1016
                      11111   1|nw = 497, c+1 = 884
                      11111  1 |nw = 498, c+1 = 846
                      11111  1 |nw = 498, c+1 = 991
                      11111  11|nw = 499, c+1 = 1014
                      11111 1 1|nw = 501, c+1 = 887
                      11111 111|nw = 503, c+1 = 877
                      11111 111|nw = 503, c+1 = 989
                      111111   |nw = 504, c+1 = 847
                      111111  1|nw = 505, c+1 = 875
                      111111 1 |nw = 506, c+1 = 981
                      111111 11|nw = 507, c+1 = 839
                      1111111  |nw = 508, c+1 = 878
                      111111111|nw = 511, c+1 = 983
[Finished in 0.5s]
